gene_id,s_mtsc_complete_wt_rep2,s_mtsc_ezr_d1_td_single_tdbl_rep2,s_mtsc_klf5_a3_tdbl_first_half_rep2,s_mtsc_krt8_18_f7_tftd_dis_insertion_tf,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep2
ENSMUSG00000073535,0,1,0,0,2,0
ENSMUSG00000073538,5,6,5,5,5,5
ENSMUSG00000073542,1899,1996,1709,2009,1910,1976
ENSMUSG00000073551,0,0,1,0,0,0
ENSMUSG00000073554,1,1,0,0,0,1
ENSMUSG00000073555,0,1,0,0,0,0
ENSMUSG00000073557,773,892,662,826,833,922
ENSMUSG00000073559,1,0,2,0,3,6
ENSMUSG00000073563,4428,5435,4231,5025,4934,5285
ENSMUSG00000073565,24,20,33,43,43,35
ENSMUSG00000073568,0,0,1,3,1,0
ENSMUSG00000073569,2,0,0,1,0,0
ENSMUSG00000073572,0,0,0,0,0,0
ENSMUSG00000073573,0,0,0,0,0,0
ENSMUSG00000073574,0,1,0,0,0,1
ENSMUSG00000073590,241,285,218,240,217,235
ENSMUSG00000073591,10,15,22,56,31,9
ENSMUSG00000073594,0,0,0,0,0,0
ENSMUSG00000073598,2,0,5,5,2,2
ENSMUSG00000073599,191,185,107,236,246,61
ENSMUSG00000073600,500,538,642,616,948,482
ENSMUSG00000073601,0,0,0,0,0,0
ENSMUSG00000073602,0,0,0,0,0,0
ENSMUSG00000073607,15,19,30,13,23,17
ENSMUSG00000073608,1,0,0,1,2,0
ENSMUSG00000073609,1044,1199,1151,1158,1259,1335
ENSMUSG00000073616,1445,1687,1865,1757,1903,1748
ENSMUSG00000073627,139,174,129,95,92,168
ENSMUSG00000073628,0,0,0,0,0,0
ENSMUSG00000073631,0,0,0,0,0,0
ENSMUSG00000073633,235,314,288,211,323,311
ENSMUSG00000073639,10636,12384,10467,13227,13024,11609
ENSMUSG00000073640,1,5,4,5,7,2
ENSMUSG00000073643,828,1061,813,1027,984,1217
ENSMUSG00000073647,495,473,319,546,657,597
ENSMUSG00000073650,5,15,8,9,3,12
ENSMUSG00000073652,22,30,27,16,17,24
ENSMUSG00000073656,0,0,0,0,5,1
ENSMUSG00000073658,0,0,0,0,0,0
ENSMUSG00000073664,1991,2106,986,2025,2195,1810
ENSMUSG00000073676,6956,8649,9024,8578,8488,8256
ENSMUSG00000073678,2928,4259,2065,4204,4532,4227
ENSMUSG00000073679,2,1,0,2,0,1
ENSMUSG00000073680,19,29,18,8,9,25
ENSMUSG00000073682,0,0,0,0,0,0
ENSMUSG00000073684,514,647,784,674,692,616
ENSMUSG00000073686,0,0,0,0,0,0
ENSMUSG00000073699,1,0,0,0,0,0
ENSMUSG00000073700,1348,1342,1195,1556,1504,1616
ENSMUSG00000073702,20465,25473,27649,24890,28270,25937
ENSMUSG00000073705,405,451,488,442,468,494
ENSMUSG00000073716,140,125,90,176,145,111
ENSMUSG00000073721,0,0,0,0,0,0
ENSMUSG00000073722,1,0,0,0,1,0
ENSMUSG00000073723,1,0,0,0,0,0
ENSMUSG00000073724,0,0,0,0,0,0
ENSMUSG00000073725,1830,2094,1868,2317,2414,2366
ENSMUSG00000073728,13,3,9,8,6,6
ENSMUSG00000073730,0,0,1,0,0,0
ENSMUSG00000073731,4,3,5,8,5,3
ENSMUSG00000073733,40,40,29,29,24,32
ENSMUSG00000073735,0,0,0,0,0,0
ENSMUSG00000073737,1,3,3,6,2,1
ENSMUSG00000073739,1,4,0,4,1,3
ENSMUSG00000073747,0,0,0,1,0,0
ENSMUSG00000073752,25,23,29,20,27,26
ENSMUSG00000073753,3,1,4,26,17,2
ENSMUSG00000073755,182,191,207,173,209,250
ENSMUSG00000073758,658,680,644,775,764,850
ENSMUSG00000073759,0,0,0,0,0,0
ENSMUSG00000073761,0,0,0,0,0,0
ENSMUSG00000073764,0,0,0,0,0,0
ENSMUSG00000073765,0,1,0,0,0,0
ENSMUSG00000073768,0,0,0,0,0,0
ENSMUSG00000073769,0,0,0,0,0,0
ENSMUSG00000073771,1501,2167,1738,2059,2429,1693
ENSMUSG00000073774,2,3,2,5,21,3
ENSMUSG00000073775,1816,2890,2202,2408,2221,2427
ENSMUSG00000073778,0,2,2,1,2,0
ENSMUSG00000073779,4,5,3,9,4,6
ENSMUSG00000073781,0,0,0,0,0,0
ENSMUSG00000073785,0,0,0,0,0,0
ENSMUSG00000073786,0,0,0,0,0,0
ENSMUSG00000073787,75,86,88,147,112,96
ENSMUSG00000073789,0,0,0,0,0,0
ENSMUSG00000073791,177,241,148,164,215,183
ENSMUSG00000073792,1244,1431,965,1161,1134,1330
ENSMUSG00000073794,0,0,0,1,1,0
ENSMUSG00000073795,83,128,129,90,254,110
ENSMUSG00000073797,0,0,0,0,0,0
ENSMUSG00000073802,321,380,354,621,441,384
ENSMUSG00000073803,0,0,0,0,0,0
ENSMUSG00000073804,0,0,1,0,0,3
ENSMUSG00000073805,18,6,10,25,18,4
ENSMUSG00000073807,0,0,1,0,0,0
ENSMUSG00000073809,0,0,1,1,0,0
ENSMUSG00000073811,0,0,0,0,0,0
ENSMUSG00000073821,4,6,2,4,3,4
ENSMUSG00000073830,0,0,0,0,0,0
ENSMUSG00000073834,0,0,0,0,0,0
ENSMUSG00000073835,0,0,0,0,0,0
ENSMUSG00000073838,5383,6398,6413,5656,5801,5777
ENSMUSG00000073840,0,0,0,0,0,0
ENSMUSG00000073842,0,0,0,0,0,0
ENSMUSG00000073843,0,0,0,2,0,2
ENSMUSG00000073844,0,0,0,0,0,0
ENSMUSG00000073846,3,1,0,2,0,2
ENSMUSG00000073856,202,179,162,138,158,204
ENSMUSG00000073860,0,2,3,0,1,0
ENSMUSG00000073862,0,0,0,0,0,0
ENSMUSG00000073867,27,27,39,12,19,28
ENSMUSG00000073876,0,0,0,0,0,0
ENSMUSG00000073877,0,0,0,0,0,0
ENSMUSG00000073878,0,0,0,0,0,0
ENSMUSG00000073879,0,0,0,0,0,0
ENSMUSG00000073888,266,310,307,345,348,307
ENSMUSG00000073889,846,1129,886,940,1161,1189
ENSMUSG00000073893,0,0,0,0,0,0
ENSMUSG00000073894,48,0,2,20,0,2
ENSMUSG00000073896,0,0,0,0,0,0
ENSMUSG00000073897,0,0,0,0,0,0
ENSMUSG00000073898,0,0,0,0,0,0
ENSMUSG00000073899,0,0,0,0,0,0
ENSMUSG00000073900,0,0,0,0,0,0
ENSMUSG00000073901,0,0,0,0,0,0
ENSMUSG00000073902,0,0,0,0,0,0
ENSMUSG00000073906,0,0,0,0,0,0
ENSMUSG00000073907,0,0,0,0,0,0
ENSMUSG00000073908,0,0,0,0,0,0
ENSMUSG00000073909,0,0,0,0,0,0
ENSMUSG00000073910,1636,2124,1597,1940,1745,1938
ENSMUSG00000073913,0,0,0,0,0,0
ENSMUSG00000073914,0,0,0,0,0,0
ENSMUSG00000073915,0,0,0,0,0,0
ENSMUSG00000073916,0,0,0,0,0,0
ENSMUSG00000073917,0,0,0,0,0,0
ENSMUSG00000073920,0,0,0,0,0,0
ENSMUSG00000073922,0,0,0,0,0,0
ENSMUSG00000073923,0,0,0,0,0,0
ENSMUSG00000073924,0,0,0,0,0,0
ENSMUSG00000073925,0,0,0,0,0,0
ENSMUSG00000073926,0,0,0,0,0,0
ENSMUSG00000073927,0,0,0,0,0,0
ENSMUSG00000073928,0,0,0,0,0,0
ENSMUSG00000073929,0,0,0,0,0,0
ENSMUSG00000073931,0,0,0,0,0,0
ENSMUSG00000073932,0,0,0,0,1,0
ENSMUSG00000073937,0,0,0,0,0,0
ENSMUSG00000073938,0,0,0,0,0,0
ENSMUSG00000073940,0,0,0,0,0,0
ENSMUSG00000073943,0,0,0,0,0,0
ENSMUSG00000073944,0,0,0,0,0,0
ENSMUSG00000073945,0,0,0,0,0,0
ENSMUSG00000073946,0,0,0,0,0,0
ENSMUSG00000073947,0,0,0,0,0,0
ENSMUSG00000073948,0,0,0,0,0,0
ENSMUSG00000073949,0,0,0,0,0,0
ENSMUSG00000073950,0,0,0,0,0,0
ENSMUSG00000073951,0,0,0,0,0,0
ENSMUSG00000073952,0,0,0,0,0,0
ENSMUSG00000073953,0,0,0,0,0,0
ENSMUSG00000073954,0,0,0,0,0,0
ENSMUSG00000073955,0,0,0,0,0,0
ENSMUSG00000073956,0,0,0,0,0,0
ENSMUSG00000073959,0,0,0,0,0,0
ENSMUSG00000073960,0,0,0,0,0,0
ENSMUSG00000073961,0,0,0,0,0,0
ENSMUSG00000073962,0,0,0,0,0,0
ENSMUSG00000073963,0,0,0,0,0,0
ENSMUSG00000073964,0,0,0,0,0,0
ENSMUSG00000073965,0,0,0,0,0,0
ENSMUSG00000073966,0,0,0,0,0,0
ENSMUSG00000073967,0,0,0,0,0,0
ENSMUSG00000073968,538,691,543,579,657,691
ENSMUSG00000073969,0,0,0,0,0,0
ENSMUSG00000073970,0,0,0,0,0,0
ENSMUSG00000073971,0,0,0,0,0,0
ENSMUSG00000073972,0,0,1,1,0,0
ENSMUSG00000073973,0,0,0,0,0,0
ENSMUSG00000073974,0,0,0,0,0,0
ENSMUSG00000073975,0,0,0,0,0,0
ENSMUSG00000073976,0,0,0,0,0,0
ENSMUSG00000073977,0,0,0,0,0,0
ENSMUSG00000073978,0,0,0,0,0,0
ENSMUSG00000073979,0,0,0,0,0,0
ENSMUSG00000073980,0,0,0,0,0,0
ENSMUSG00000073982,1507,1873,2047,1775,1884,1709
ENSMUSG00000073985,170,227,176,159,191,227
ENSMUSG00000073987,467,512,506,526,555,483
ENSMUSG00000073988,26,15,9,32,11,10
ENSMUSG00000073991,0,0,0,0,0,0
ENSMUSG00000073997,0,0,0,0,0,0
ENSMUSG00000073998,0,0,0,0,0,0
ENSMUSG00000074001,77,114,90,84,106,97
ENSMUSG00000074003,1,1,2,4,1,5
ENSMUSG00000074004,1,10,2,4,7,4
ENSMUSG00000074006,13,16,17,23,15,13
ENSMUSG00000074011,0,0,0,0,0,0
ENSMUSG00000074024,452,529,327,260,247,566
ENSMUSG00000074026,11,9,12,2,9,5
ENSMUSG00000074028,7,11,5,9,6,7
ENSMUSG00000074029,0,0,0,0,1,0
ENSMUSG00000074030,1474,1710,1472,1257,1471,1645
ENSMUSG00000074034,2,4,1,3,1,3
ENSMUSG00000074037,3,0,1,2,3,1
ENSMUSG00000074039,73,65,63,36,38,73
ENSMUSG00000074052,64,99,81,37,44,88
ENSMUSG00000074059,0,0,0,0,0,0
ENSMUSG00000074060,0,0,0,0,0,0
ENSMUSG00000074061,0,0,0,0,0,0
ENSMUSG00000074062,0,0,0,0,0,0
ENSMUSG00000074063,424,478,527,512,371,666
ENSMUSG00000074064,727,811,770,722,1323,828
ENSMUSG00000074065,11,13,12,11,10,27
ENSMUSG00000074067,0,0,0,0,0,0
ENSMUSG00000074071,95,129,53,68,49,78
ENSMUSG00000074072,0,0,1,0,0,3
ENSMUSG00000074088,2470,3102,3016,3082,2907,3143
ENSMUSG00000074092,1,2,3,0,2,1
ENSMUSG00000074093,89,90,64,93,90,72
ENSMUSG00000074102,3818,4672,4621,4702,4675,4719
ENSMUSG00000074108,0,1,2,0,1,1
ENSMUSG00000074109,0,0,0,0,0,0
ENSMUSG00000074111,0,0,0,0,0,0
ENSMUSG00000074113,0,0,0,0,0,0
ENSMUSG00000074115,1,0,1,5,1,0
ENSMUSG00000074121,241,310,276,243,272,284
ENSMUSG00000074123,0,1,0,0,1,0
ENSMUSG00000074127,0,0,0,0,0,0
ENSMUSG00000074128,0,0,0,0,0,0
ENSMUSG00000074129,5654,7038,7080,6150,6594,6928
ENSMUSG00000074136,94,97,81,89,78,136
ENSMUSG00000074139,0,0,0,0,1,2
ENSMUSG00000074141,70,104,100,39,97,107
ENSMUSG00000074146,0,0,0,0,0,0
ENSMUSG00000074149,0,0,0,0,0,1
ENSMUSG00000074151,1,0,1,2,0,0
ENSMUSG00000074155,0,0,0,0,0,0
ENSMUSG00000074156,0,0,0,0,0,0
ENSMUSG00000074158,437,650,395,559,424,534
ENSMUSG00000074164,0,0,0,0,0,0
ENSMUSG00000074165,228,342,192,251,350,337
ENSMUSG00000074166,112,130,110,118,133,135
ENSMUSG00000074170,282,289,274,295,230,266
ENSMUSG00000074171,9,17,15,10,19,8
ENSMUSG00000074178,12,15,21,13,6,24
ENSMUSG00000074179,0,0,0,2,0,0
ENSMUSG00000074182,1878,2214,2175,2291,2155,2123
ENSMUSG00000074183,0,0,0,0,0,0
ENSMUSG00000074184,0,0,0,0,1,1
ENSMUSG00000074194,355,391,326,326,452,430
ENSMUSG00000074195,0,0,0,0,0,0
ENSMUSG00000074196,0,0,0,1,1,0
ENSMUSG00000074199,3,5,1,4,5,0
ENSMUSG00000074203,1,1,0,1,0,0
ENSMUSG00000074206,7,2,3,15,3,7
ENSMUSG00000074207,0,0,0,2,0,1
ENSMUSG00000074210,25,47,20,12,31,40
ENSMUSG00000074211,452,596,561,475,642,559
ENSMUSG00000074212,1953,2521,1551,1830,2127,2772
ENSMUSG00000074213,0,1,2,2,2,2
ENSMUSG00000074215,27,31,39,39,38,22
ENSMUSG00000074217,18,13,12,28,31,16
ENSMUSG00000074218,40,64,56,44,19,68
ENSMUSG00000074219,121,112,90,81,129,158
ENSMUSG00000074220,2223,2552,1731,2550,3171,2826
ENSMUSG00000074221,13808,15519,11406,17145,20628,17589
ENSMUSG00000074224,1,1,4,1,0,2
ENSMUSG00000074227,3266,4212,3860,4230,4166,4136
ENSMUSG00000074228,0,2,0,1,0,0
ENSMUSG00000074232,10,5,9,3,2,6
ENSMUSG00000074235,0,0,0,0,0,0
ENSMUSG00000074236,0,3,1,3,6,0
ENSMUSG00000074237,0,0,0,0,0,0
ENSMUSG00000074238,3019,3328,2554,3121,3066,3448
ENSMUSG00000074240,0,0,0,2,1,0
ENSMUSG00000074243,3,5,8,9,7,10
ENSMUSG00000074247,3894,4233,4200,5025,4299,4081
ENSMUSG00000074248,0,0,0,0,0,0
ENSMUSG00000074250,16,5,5,11,3,10
ENSMUSG00000074252,26,31,33,56,57,38
ENSMUSG00000074254,0,0,0,0,0,0
ENSMUSG00000074256,1,2,1,1,0,0
ENSMUSG00000074259,1371,1639,1382,1030,1312,1819
ENSMUSG00000074261,0,0,1,1,1,0
ENSMUSG00000074264,20,36,33,68,53,46
ENSMUSG00000074268,0,0,0,0,0,0
ENSMUSG00000074269,2,1,1,2,1,2
ENSMUSG00000074272,66,34,31,69,53,64
ENSMUSG00000074274,0,0,0,0,0,0
ENSMUSG00000074277,381,423,438,481,285,351
ENSMUSG00000074280,38,37,41,34,24,30
ENSMUSG00000074281,46,34,57,19,43,58
ENSMUSG00000074282,154,200,186,143,162,219
ENSMUSG00000074283,0,0,0,1,0,0
ENSMUSG00000074284,106,136,151,108,142,138
ENSMUSG00000074291,0,0,0,0,0,0
ENSMUSG00000074292,0,0,0,0,0,0
ENSMUSG00000074300,0,0,0,0,0,0
ENSMUSG00000074302,0,0,0,0,0,0
ENSMUSG00000074305,3389,3120,2474,3820,3193,3496
ENSMUSG00000074311,0,0,0,0,0,0
ENSMUSG00000074322,0,0,0,0,0,0
ENSMUSG00000074336,1,0,0,1,1,1
ENSMUSG00000074340,299,431,347,383,264,383
ENSMUSG00000074342,26,80,25,29,36,83
ENSMUSG00000074343,0,1,0,0,0,0
ENSMUSG00000074344,0,0,0,0,0,0
ENSMUSG00000074345,2,7,0,9,8,1
ENSMUSG00000074346,0,0,0,0,0,1
ENSMUSG00000074354,0,0,1,0,0,0
ENSMUSG00000074355,7,4,2,5,13,8
ENSMUSG00000074357,94,142,67,54,40,122
ENSMUSG00000074358,1992,2171,2286,2068,2453,2123
ENSMUSG00000074359,0,0,0,0,2,1
ENSMUSG00000074361,127,118,70,130,161,121
ENSMUSG00000074364,424,462,376,582,383,469
ENSMUSG00000074365,1,2,0,2,0,1
ENSMUSG00000074366,0,0,0,0,0,0
ENSMUSG00000074369,0,0,0,0,0,0
ENSMUSG00000074373,0,2,0,0,0,0
ENSMUSG00000074375,0,0,0,0,0,0
ENSMUSG00000074377,0,0,0,0,0,0
ENSMUSG00000074378,0,0,0,0,0,0
ENSMUSG00000074384,2,0,0,0,0,0
ENSMUSG00000074385,0,0,0,0,0,0
ENSMUSG00000074388,0,1,1,1,2,0
ENSMUSG00000074397,70,62,59,54,52,64
ENSMUSG00000074398,32,27,36,27,11,35
ENSMUSG00000074403,3,3,1,2,0,2
ENSMUSG00000074404,1,0,0,0,0,0
ENSMUSG00000074405,2499,2681,2357,2176,2579,2723
ENSMUSG00000074406,791,835,950,1143,1168,1069
ENSMUSG00000074412,9,6,13,10,7,9
ENSMUSG00000074415,5,1,3,14,2,3
ENSMUSG00000074417,0,0,0,0,0,0
ENSMUSG00000074418,0,0,0,0,0,0
ENSMUSG00000074419,0,0,0,0,0,0
ENSMUSG00000074420,0,0,1,0,0,0
ENSMUSG00000074424,0,1,1,0,4,0
ENSMUSG00000074433,0,0,0,0,0,0
ENSMUSG00000074434,0,0,0,0,0,0
ENSMUSG00000074435,0,0,0,0,0,0
ENSMUSG00000074436,0,0,0,0,0,0
ENSMUSG00000074437,0,0,0,0,0,0
ENSMUSG00000074439,0,0,0,0,0,0
ENSMUSG00000074440,0,0,0,0,0,0
ENSMUSG00000074441,0,0,0,0,0,0
ENSMUSG00000074442,0,0,0,0,0,0
ENSMUSG00000074443,0,0,0,0,0,0
ENSMUSG00000074444,0,0,0,0,0,0
ENSMUSG00000074445,1,0,2,11,0,4
ENSMUSG00000074446,0,0,0,0,0,0
ENSMUSG00000074447,0,0,0,0,0,0
ENSMUSG00000074448,0,0,0,0,0,0
ENSMUSG00000074449,0,0,0,0,0,0
ENSMUSG00000074452,43,53,39,58,57,56
ENSMUSG00000074454,0,0,0,0,0,0
ENSMUSG00000074457,17,12,28,30,10,19
ENSMUSG00000074461,119,186,141,152,217,138
ENSMUSG00000074465,0,0,0,0,0,0
ENSMUSG00000074466,106,112,123,120,93,102
ENSMUSG00000074467,9,12,11,2,14,7
ENSMUSG00000074469,0,2,0,4,1,1
ENSMUSG00000074472,1,0,1,1,0,3
ENSMUSG00000074473,0,0,0,0,0,0
ENSMUSG00000074476,3977,4705,4899,4826,5347,4317
ENSMUSG00000074479,26,22,31,39,28,22
ENSMUSG00000074480,1175,1118,1039,1371,953,1087
ENSMUSG00000074482,19,17,11,9,11,14
ENSMUSG00000074483,0,4,1,8,12,10
ENSMUSG00000074485,0,0,0,0,0,0
ENSMUSG00000074486,0,0,0,0,0,0
ENSMUSG00000074489,330,489,404,372,232,499
ENSMUSG00000074491,1,2,1,0,2,1
ENSMUSG00000074500,44,54,20,58,43,40
ENSMUSG00000074501,0,0,0,0,0,0
ENSMUSG00000074502,1,0,0,1,1,0
ENSMUSG00000074505,5,0,0,15,7,6
ENSMUSG00000074506,0,3,2,2,2,1
ENSMUSG00000074507,0,0,0,0,0,0
ENSMUSG00000074508,0,0,0,0,0,0
ENSMUSG00000074513,379,459,333,470,440,440
ENSMUSG00000074516,8,0,7,3,6,3
ENSMUSG00000074517,1,0,0,0,4,0
ENSMUSG00000074519,382,325,179,316,286,407
ENSMUSG00000074521,10,9,9,8,19,8
ENSMUSG00000074527,7,11,6,13,7,16
ENSMUSG00000074529,18,1,31,78,4,39
ENSMUSG00000074547,1,0,1,0,2,0
ENSMUSG00000074553,0,1,0,0,1,1
ENSMUSG00000074555,0,0,0,1,1,0
ENSMUSG00000074564,0,0,0,0,0,0
ENSMUSG00000074569,3,0,0,0,0,0
ENSMUSG00000074570,21,41,13,48,53,36
ENSMUSG00000074575,763,896,897,726,936,955
ENSMUSG00000074576,614,796,825,778,807,780
ENSMUSG00000074577,70,70,100,79,101,73
ENSMUSG00000074578,2933,3359,4013,2901,3575,3906
ENSMUSG00000074579,73,71,47,38,23,71
ENSMUSG00000074580,10,20,11,12,12,11
ENSMUSG00000074582,4943,5829,4752,5464,6450,6714
ENSMUSG00000074589,0,0,0,0,0,0
ENSMUSG00000074591,0,0,0,0,0,0
ENSMUSG00000074593,0,0,0,0,0,0
ENSMUSG00000074594,0,0,0,0,0,0
ENSMUSG00000074595,0,0,0,0,0,0
ENSMUSG00000074596,0,0,0,0,0,0
ENSMUSG00000074603,0,1,0,0,0,0
ENSMUSG00000074604,126,129,135,152,186,160
ENSMUSG00000074607,1114,1417,971,1442,1216,1281
ENSMUSG00000074619,0,0,0,0,0,0
ENSMUSG00000074620,0,0,0,0,0,0
ENSMUSG00000074622,8,17,13,41,53,27
ENSMUSG00000074623,0,0,0,0,0,0
ENSMUSG00000074625,1,0,1,4,7,2
ENSMUSG00000074627,38,33,37,53,42,42
ENSMUSG00000074628,4,0,1,1,1,4
ENSMUSG00000074629,118,128,105,45,70,126
ENSMUSG00000074634,124,201,173,229,224,166
ENSMUSG00000074635,1,4,10,4,12,6
ENSMUSG00000074637,12361,13807,13041,15766,10562,15310
ENSMUSG00000074639,0,0,0,0,0,0
ENSMUSG00000074643,14,11,14,24,29,23
ENSMUSG00000074646,104,98,92,98,87,127
ENSMUSG00000074647,2,0,0,1,1,0
ENSMUSG00000074649,1089,1360,1349,1163,1162,1540
ENSMUSG00000074650,1,0,0,0,0,0
ENSMUSG00000074651,0,0,0,2,0,1
ENSMUSG00000074652,387,502,490,187,788,550
ENSMUSG00000074653,0,0,1,2,0,0
ENSMUSG00000074655,0,0,0,0,0,0
ENSMUSG00000074656,57868,72672,58905,63445,72454,67707
ENSMUSG00000074657,522,524,407,465,385,530
ENSMUSG00000074664,0,0,0,0,1,3
ENSMUSG00000074665,78,93,69,76,55,89
ENSMUSG00000074671,109,145,155,113,145,207
ENSMUSG00000074673,2,4,3,13,10,2
ENSMUSG00000074676,0,0,0,1,0,0
ENSMUSG00000074677,0,0,0,0,0,0
ENSMUSG00000074678,0,0,0,0,0,0
ENSMUSG00000074679,0,0,0,0,0,0
ENSMUSG00000074680,0,0,0,0,0,0
ENSMUSG00000074681,0,0,0,0,0,0
ENSMUSG00000074682,2119,2659,2414,2500,2511,2347
ENSMUSG00000074695,1,0,0,0,0,0
ENSMUSG00000074698,7876,9663,8088,8872,9299,9908
ENSMUSG00000074704,26,45,19,41,36,42
ENSMUSG00000074715,25,32,36,18,19,36
ENSMUSG00000074720,0,0,0,0,0,0
ENSMUSG00000074731,591,709,443,674,772,698
ENSMUSG00000074733,669,964,519,679,685,768
ENSMUSG00000074734,1,0,0,1,1,2
ENSMUSG00000074735,0,0,0,0,0,0
ENSMUSG00000074736,5,6,2,12,6,5
ENSMUSG00000074737,0,0,0,0,0,0
ENSMUSG00000074738,424,451,556,382,759,476
ENSMUSG00000074739,0,0,0,0,0,0
ENSMUSG00000074743,672,854,703,772,1074,883
ENSMUSG00000074746,6273,6999,5392,7627,6058,6836
ENSMUSG00000074748,9946,13323,10346,12345,11349,10221
ENSMUSG00000074749,1252,1458,1360,1422,1315,1511
ENSMUSG00000074753,0,0,0,0,0,0
ENSMUSG00000074754,239,325,300,267,327,371
ENSMUSG00000074758,0,1,0,3,0,1
ENSMUSG00000074763,0,0,0,0,0,0
ENSMUSG00000074764,0,0,0,0,0,0
ENSMUSG00000074766,9,10,8,60,18,7
ENSMUSG00000074768,0,0,0,0,0,0
ENSMUSG00000074771,1,0,0,0,0,0
ENSMUSG00000074776,0,0,0,0,0,0
ENSMUSG00000074780,12,13,4,9,16,6
ENSMUSG00000074781,4244,5219,4612,5255,4563,4815
ENSMUSG00000074782,21,28,11,32,32,22
ENSMUSG00000074783,0,0,0,0,0,0
ENSMUSG00000074785,110,117,91,152,108,113
ENSMUSG00000074793,306,268,311,395,399,275
ENSMUSG00000074794,1029,1238,940,901,1222,1056
ENSMUSG00000074796,4360,3899,4311,5875,7929,3468
ENSMUSG00000074797,4054,4912,4844,5101,4706,4846
ENSMUSG00000074800,110,184,215,219,176,212
ENSMUSG00000074802,4379,4758,3515,4803,6260,4977
ENSMUSG00000074804,1,0,0,1,1,0
ENSMUSG00000074805,1,0,1,0,0,0
ENSMUSG00000074807,190,240,197,212,219,263
ENSMUSG00000074811,982,1254,1157,975,1082,1348
ENSMUSG00000074812,0,0,1,0,0,0
ENSMUSG00000074813,627,641,688,982,935,667
ENSMUSG00000074817,21,14,26,41,28,11
ENSMUSG00000074818,31,49,22,46,29,32
ENSMUSG00000074824,31,17,44,6,18,32
ENSMUSG00000074825,1015,1177,1043,1194,1058,1118
ENSMUSG00000074826,40,24,30,28,33,55
ENSMUSG00000074829,5,8,5,12,1,3
ENSMUSG00000074830,161,64,64,182,127,162
ENSMUSG00000074832,247,178,201,270,59,281
ENSMUSG00000074837,0,0,0,0,0,0
ENSMUSG00000074841,2,0,0,0,0,0
ENSMUSG00000074846,0,0,0,0,0,0
ENSMUSG00000074847,3,3,3,5,4,2
ENSMUSG00000074849,0,0,0,0,0,0
ENSMUSG00000074852,1,2,1,0,0,0
ENSMUSG00000074862,106,194,129,80,104,154
ENSMUSG00000074863,427,540,401,437,530,522
ENSMUSG00000074865,462,653,472,502,633,597
ENSMUSG00000074867,429,481,311,385,399,378
ENSMUSG00000074868,10,11,4,3,1,15
ENSMUSG00000074870,0,0,0,0,0,0
ENSMUSG00000074871,0,0,0,0,0,0
ENSMUSG00000074872,0,0,0,0,1,0
ENSMUSG00000074874,8,10,14,36,23,21
ENSMUSG00000074876,961,1078,999,1071,1495,1269
ENSMUSG00000074877,0,0,0,0,0,0
ENSMUSG00000074881,0,1,1,7,0,3
ENSMUSG00000074882,0,0,0,0,0,0
ENSMUSG00000074884,7606,8674,9426,8854,8857,10039
ENSMUSG00000074885,4,2,3,4,1,4
ENSMUSG00000074886,5110,5462,5659,6188,5602,5593
ENSMUSG00000074887,106,127,98,173,65,144
ENSMUSG00000074890,375,530,534,712,648,494
ENSMUSG00000074892,8,5,6,3,10,3
ENSMUSG00000074895,0,0,0,0,0,0
ENSMUSG00000074896,0,0,0,1,0,0
ENSMUSG00000074899,139,161,165,133,126,184
ENSMUSG00000074903,25,37,21,29,28,36
ENSMUSG00000074909,1322,1759,1155,1225,1399,1457
ENSMUSG00000074912,25,22,27,42,85,29
ENSMUSG00000074913,0,0,0,0,0,0
ENSMUSG00000074916,1251,1435,1348,1519,1383,1629
ENSMUSG00000074918,1451,1577,1522,1457,1540,1737
ENSMUSG00000074919,0,0,0,0,0,0
ENSMUSG00000074922,548,612,682,561,640,703
ENSMUSG00000074923,192,152,108,146,145,184
ENSMUSG00000074925,2552,2508,1605,2754,2481,2695
ENSMUSG00000074928,0,0,0,0,0,0
ENSMUSG00000074930,4,1,3,1,0,4
ENSMUSG00000074934,3,3,5,9,9,1
ENSMUSG00000074939,0,0,0,0,0,0
ENSMUSG00000074945,0,0,0,1,0,0
ENSMUSG00000074946,0,0,0,0,0,0
ENSMUSG00000074947,0,0,0,0,0,0
ENSMUSG00000074952,0,0,0,0,0,0
ENSMUSG00000074955,0,0,0,0,0,0
ENSMUSG00000074965,0,0,0,0,0,0
ENSMUSG00000074966,0,0,0,0,0,0
ENSMUSG00000074968,0,0,0,0,1,0
ENSMUSG00000074970,0,0,0,0,0,0
ENSMUSG00000074971,0,0,0,0,0,0
ENSMUSG00000074973,0,0,0,0,0,0
ENSMUSG00000074978,28,25,28,27,32,24
ENSMUSG00000074981,1,0,2,0,1,2
ENSMUSG00000074987,28,39,29,27,17,20
ENSMUSG00000074991,0,3,0,0,1,0
ENSMUSG00000074994,4763,4548,3804,5493,5465,4693
ENSMUSG00000074995,0,0,0,0,0,0
ENSMUSG00000074996,0,0,0,0,0,0
ENSMUSG00000074997,0,0,0,3,3,0
ENSMUSG00000074999,1,3,0,0,2,0
ENSMUSG00000075000,665,793,726,796,784,694
ENSMUSG00000075002,0,0,0,0,0,0
ENSMUSG00000075006,0,0,0,0,0,0
