gene_id,s_mtsc_complete_wt,s_mtsc_ezr_a1_td_single_tdbl,s_mtsc_ezr_d1_td_single_tdbl,s_mtsc_klf5_a3_tdbl_first_half,s_mtsc_klf5_d3_tdbl_first_half,s_mtsc_rin3_g2_tftd_dis_homozy_del,s_mtsc_rin3_h2_tftd_dis_insertion_td
ENSMUSG00000084805,0,0,0,0,0,0,0
ENSMUSG00000084806,0,0,0,0,1,0,0
ENSMUSG00000084807,1,2,2,1,5,0,8
ENSMUSG00000084808,36,37,21,31,40,42,39
ENSMUSG00000084809,0,2,0,1,1,0,2
ENSMUSG00000084811,0,0,0,0,0,0,0
ENSMUSG00000084816,0,2,4,0,6,1,6
ENSMUSG00000084817,13,8,14,1,19,12,6
ENSMUSG00000084818,0,0,0,0,0,0,0
ENSMUSG00000084819,0,0,0,0,0,0,0
ENSMUSG00000084821,0,0,0,0,0,1,0
ENSMUSG00000084822,1,0,0,0,0,0,0
ENSMUSG00000084823,0,0,0,0,0,0,0
ENSMUSG00000084824,0,0,0,1,0,0,1
ENSMUSG00000084825,0,0,0,0,0,1,0
ENSMUSG00000084826,5,3,7,7,5,15,5
ENSMUSG00000084828,0,0,1,0,0,0,0
ENSMUSG00000084829,0,0,0,0,0,0,0
ENSMUSG00000084830,5,4,4,4,3,4,7
ENSMUSG00000084831,0,0,0,0,0,0,0
ENSMUSG00000084833,0,0,0,0,0,0,0
ENSMUSG00000084834,0,0,0,0,0,0,0
ENSMUSG00000084835,17,12,30,32,11,33,47
ENSMUSG00000084836,0,0,0,0,0,0,0
ENSMUSG00000084837,0,1,0,0,0,0,0
ENSMUSG00000084838,3,1,1,1,4,1,2
ENSMUSG00000084839,0,0,0,0,0,0,0
ENSMUSG00000084840,0,0,0,0,0,0,0
ENSMUSG00000084842,0,0,0,0,0,0,0
ENSMUSG00000084843,18,13,18,27,19,21,10
ENSMUSG00000084844,25,4,7,12,9,8,18
ENSMUSG00000084845,17,15,7,7,15,7,10
ENSMUSG00000084846,72,57,61,76,77,146,107
ENSMUSG00000084847,0,0,0,0,1,0,0
ENSMUSG00000084848,0,0,0,0,0,0,0
ENSMUSG00000084849,1,0,1,0,2,1,0
ENSMUSG00000084850,0,0,0,0,0,0,0
ENSMUSG00000084851,0,0,0,0,0,0,0
ENSMUSG00000084852,0,0,0,0,0,0,0
ENSMUSG00000084853,1,1,0,0,0,0,0
ENSMUSG00000084854,0,0,0,0,0,0,0
ENSMUSG00000084855,1,0,0,3,0,1,1
ENSMUSG00000084856,0,0,0,0,0,0,0
ENSMUSG00000084858,0,0,0,0,0,0,0
ENSMUSG00000084859,0,0,0,0,0,0,0
ENSMUSG00000084860,0,0,0,0,0,0,0
ENSMUSG00000084861,0,1,0,0,0,1,1
ENSMUSG00000084862,12,10,14,8,4,7,17
ENSMUSG00000084863,0,0,0,0,0,0,0
ENSMUSG00000084864,0,0,0,0,0,3,0
ENSMUSG00000084865,0,0,0,0,0,0,0
ENSMUSG00000084866,0,3,3,0,0,1,0
ENSMUSG00000084869,0,0,0,0,0,0,0
ENSMUSG00000084870,0,0,0,0,0,0,0
ENSMUSG00000084871,0,0,0,0,0,0,0
ENSMUSG00000084873,0,0,0,0,0,0,0
ENSMUSG00000084874,1,0,2,3,0,4,7
ENSMUSG00000084875,0,0,0,0,0,0,0
ENSMUSG00000084876,0,0,0,0,0,0,0
ENSMUSG00000084878,0,0,1,0,0,0,0
ENSMUSG00000084880,54,31,36,25,49,65,45
ENSMUSG00000084883,1980,2604,1962,1799,2127,2398,2116
ENSMUSG00000084884,0,0,0,0,0,0,0
ENSMUSG00000084885,3,1,0,1,0,0,1
ENSMUSG00000084887,1,0,1,0,0,0,0
ENSMUSG00000084889,0,0,0,0,0,0,0
ENSMUSG00000084890,0,0,0,0,0,1,0
ENSMUSG00000084891,0,0,0,0,0,0,0
ENSMUSG00000084892,1,0,0,0,0,0,1
ENSMUSG00000084893,0,0,0,0,0,0,0
ENSMUSG00000084895,0,0,0,0,0,0,0
ENSMUSG00000084896,0,0,0,0,0,0,0
ENSMUSG00000084897,1,0,0,0,0,0,0
ENSMUSG00000084898,0,0,0,0,0,0,0
ENSMUSG00000084899,44,24,81,50,40,38,46
ENSMUSG00000084901,0,0,0,0,0,0,0
ENSMUSG00000084902,0,0,0,0,0,0,0
ENSMUSG00000084904,34,24,29,31,25,43,46
ENSMUSG00000084905,0,0,0,0,0,0,0
ENSMUSG00000084906,0,0,0,0,0,0,0
ENSMUSG00000084907,0,0,0,0,0,0,0
ENSMUSG00000084908,0,0,0,0,0,0,0
ENSMUSG00000084909,0,0,0,0,0,0,0
ENSMUSG00000084910,15,31,26,12,28,16,16
ENSMUSG00000084911,1,1,2,0,2,0,0
ENSMUSG00000084913,0,0,0,0,0,0,0
ENSMUSG00000084915,186,139,126,74,142,101,133
ENSMUSG00000084916,0,0,0,0,0,0,0
ENSMUSG00000084917,3,2,0,0,1,0,0
ENSMUSG00000084918,0,0,0,0,0,0,0
ENSMUSG00000084919,11,3,4,1,0,1,11
ENSMUSG00000084920,1,0,0,0,0,0,0
ENSMUSG00000084921,0,0,0,0,0,0,0
ENSMUSG00000084923,0,0,0,0,0,0,0
ENSMUSG00000084924,0,0,0,0,0,0,0
ENSMUSG00000084925,15,3,17,2,0,12,12
ENSMUSG00000084927,0,0,0,0,0,0,0
ENSMUSG00000084929,0,0,0,0,0,0,0
ENSMUSG00000084930,0,1,2,1,0,1,1
ENSMUSG00000084932,1,0,0,0,0,0,0
ENSMUSG00000084933,0,0,0,0,0,0,0
ENSMUSG00000084934,0,0,0,0,0,0,0
ENSMUSG00000084935,0,0,0,0,0,0,0
ENSMUSG00000084936,2,4,1,2,2,3,4
ENSMUSG00000084937,0,0,0,0,0,0,0
ENSMUSG00000084938,1,1,1,0,1,4,1
ENSMUSG00000084939,0,0,0,0,0,0,0
ENSMUSG00000084940,0,0,0,0,0,0,0
ENSMUSG00000084941,13,10,26,13,9,13,30
ENSMUSG00000084942,0,0,0,0,0,0,0
ENSMUSG00000084944,0,0,0,0,0,0,0
ENSMUSG00000084945,0,0,1,0,0,0,0
ENSMUSG00000084946,5,3,0,0,5,2,2
ENSMUSG00000084947,0,0,0,0,0,0,0
ENSMUSG00000084948,1,0,0,1,1,2,2
ENSMUSG00000084949,0,0,0,0,0,0,0
ENSMUSG00000084950,60,68,41,49,101,30,14
ENSMUSG00000084951,0,0,0,1,0,0,1
ENSMUSG00000084954,0,0,0,0,0,0,0
ENSMUSG00000084955,0,0,0,0,0,0,0
ENSMUSG00000084957,851,740,722,703,794,886,793
ENSMUSG00000084959,0,0,0,0,0,0,0
ENSMUSG00000084960,0,0,0,0,0,1,0
ENSMUSG00000084962,0,0,0,0,0,0,0
ENSMUSG00000084963,0,0,0,0,0,0,0
ENSMUSG00000084964,2,2,0,3,0,4,5
ENSMUSG00000084965,0,0,0,0,0,0,0
ENSMUSG00000084966,0,0,0,0,0,0,0
ENSMUSG00000084967,0,0,0,1,0,0,0
ENSMUSG00000084968,20,21,9,8,14,9,22
ENSMUSG00000084969,5,6,1,2,5,1,2
ENSMUSG00000084970,1,0,0,0,0,2,2
ENSMUSG00000084971,0,0,0,0,0,0,0
ENSMUSG00000084973,0,0,0,0,0,0,0
ENSMUSG00000084974,0,2,0,0,3,1,3
ENSMUSG00000084978,0,0,0,0,0,0,0
ENSMUSG00000084979,0,1,0,0,0,0,1
ENSMUSG00000084980,0,0,0,0,0,0,0
ENSMUSG00000084981,0,0,0,3,4,3,2
ENSMUSG00000084982,0,0,0,0,0,0,0
ENSMUSG00000084983,0,2,1,4,7,0,10
ENSMUSG00000084984,1,0,1,0,0,0,0
ENSMUSG00000084985,7,7,2,4,8,3,3
ENSMUSG00000084986,0,0,0,0,0,0,0
ENSMUSG00000084987,0,0,0,0,0,0,0
ENSMUSG00000084989,54,29,17,28,17,27,62
ENSMUSG00000084990,0,0,0,4,0,0,0
ENSMUSG00000084991,0,0,0,0,0,0,0
ENSMUSG00000084992,1,0,1,0,1,0,0
ENSMUSG00000084993,0,0,0,0,0,0,0
ENSMUSG00000084995,0,0,0,0,0,0,0
ENSMUSG00000084996,0,0,0,0,0,0,0
ENSMUSG00000084997,0,0,0,0,0,0,0
ENSMUSG00000084998,14,27,15,21,18,19,8
ENSMUSG00000084999,0,0,0,0,0,0,0
ENSMUSG00000085000,0,0,0,0,0,0,0
ENSMUSG00000085001,0,0,0,0,0,0,0
ENSMUSG00000085002,3,1,2,1,2,3,6
ENSMUSG00000085003,0,0,0,0,0,0,0
ENSMUSG00000085004,0,0,0,1,0,0,0
ENSMUSG00000085006,11,4,13,3,19,5,23
ENSMUSG00000085007,8,4,11,22,2,11,37
ENSMUSG00000085008,0,0,0,0,0,0,0
ENSMUSG00000085009,1,0,0,1,1,1,0
ENSMUSG00000085010,2,0,0,0,0,0,2
ENSMUSG00000085012,8,5,0,5,2,4,5
ENSMUSG00000085014,0,0,0,0,0,0,0
ENSMUSG00000085015,0,0,0,0,0,0,0
ENSMUSG00000085016,2,0,0,2,2,7,3
ENSMUSG00000085017,0,0,0,0,0,0,0
ENSMUSG00000085019,0,0,0,0,0,0,0
ENSMUSG00000085020,0,0,0,0,0,0,0
ENSMUSG00000085021,0,0,0,1,0,0,2
ENSMUSG00000085022,0,0,0,1,0,0,0
ENSMUSG00000085023,2,2,3,2,2,0,2
ENSMUSG00000085024,35,66,38,26,21,30,26
ENSMUSG00000085025,0,0,0,0,0,0,1
ENSMUSG00000085026,0,0,1,0,6,0,0
ENSMUSG00000085027,0,0,0,0,0,0,0
ENSMUSG00000085028,335,287,378,383,457,262,237
ENSMUSG00000085029,0,0,0,0,0,0,0
ENSMUSG00000085030,96,95,115,82,107,111,87
ENSMUSG00000085032,0,0,0,0,0,0,0
ENSMUSG00000085033,0,0,0,0,0,0,4
ENSMUSG00000085034,0,0,0,0,1,1,0
ENSMUSG00000085035,0,0,0,0,0,3,0
ENSMUSG00000085036,0,0,0,0,0,0,0
ENSMUSG00000085037,26,32,21,17,41,25,43
ENSMUSG00000085039,26,4,19,14,9,12,11
ENSMUSG00000085041,0,0,0,0,0,0,0
ENSMUSG00000085042,113,149,179,124,213,306,170
ENSMUSG00000085043,3,0,6,5,1,7,7
ENSMUSG00000085044,0,0,0,0,0,0,0
ENSMUSG00000085046,0,0,0,0,0,0,0
ENSMUSG00000085047,0,0,0,0,0,0,0
ENSMUSG00000085048,2,0,0,0,1,2,0
ENSMUSG00000085049,5,0,1,0,0,0,0
ENSMUSG00000085051,3,4,0,8,3,9,2
ENSMUSG00000085053,2,0,0,0,0,0,0
ENSMUSG00000085054,54,57,35,23,20,34,45
ENSMUSG00000085055,0,0,0,0,0,0,0
ENSMUSG00000085057,0,1,0,1,0,0,0
ENSMUSG00000085058,0,0,0,0,0,1,0
ENSMUSG00000085059,0,0,0,0,0,0,0
ENSMUSG00000085060,0,0,0,0,0,0,0
ENSMUSG00000085063,3,5,6,1,0,1,5
ENSMUSG00000085066,0,0,0,0,0,0,0
ENSMUSG00000085067,0,0,0,1,0,4,0
ENSMUSG00000085068,0,0,0,0,0,0,0
ENSMUSG00000085069,0,0,0,0,0,0,0
ENSMUSG00000085070,0,0,0,0,0,0,0
ENSMUSG00000085071,0,0,0,0,0,0,0
ENSMUSG00000085072,1,0,10,5,4,2,3
ENSMUSG00000085073,0,0,0,0,0,0,0
ENSMUSG00000085074,0,0,0,0,0,0,1
ENSMUSG00000085075,0,0,0,0,0,0,0
ENSMUSG00000085077,0,0,0,0,0,0,0
ENSMUSG00000085078,3,0,4,1,4,2,2
ENSMUSG00000085079,0,0,0,0,0,0,0
ENSMUSG00000085080,0,0,2,0,0,2,0
ENSMUSG00000085081,0,0,0,0,0,0,0
ENSMUSG00000085082,0,0,0,0,0,0,0
ENSMUSG00000085083,0,0,0,0,0,0,0
ENSMUSG00000085084,0,0,0,2,0,1,0
ENSMUSG00000085085,26,22,24,7,19,15,23
ENSMUSG00000085087,0,0,0,0,0,0,0
ENSMUSG00000085088,0,0,0,0,0,0,0
ENSMUSG00000085089,0,0,0,0,0,0,0
ENSMUSG00000085090,0,0,0,0,0,0,0
ENSMUSG00000085091,2,5,0,4,0,7,6
ENSMUSG00000085093,5,2,2,8,0,0,8
ENSMUSG00000085094,0,0,0,0,0,0,0
ENSMUSG00000085095,0,0,0,0,2,0,0
ENSMUSG00000085097,0,0,0,0,0,0,0
ENSMUSG00000085099,1,0,2,0,1,0,2
ENSMUSG00000085100,0,0,0,0,0,0,0
ENSMUSG00000085101,2,1,0,3,0,1,3
ENSMUSG00000085102,1,5,0,0,2,0,0
ENSMUSG00000085103,0,0,0,0,0,0,0
ENSMUSG00000085104,0,0,0,0,0,0,0
ENSMUSG00000085105,55,40,27,23,62,54,40
ENSMUSG00000085106,0,0,0,0,0,0,0
ENSMUSG00000085107,0,0,0,0,0,0,4
ENSMUSG00000085108,0,0,0,0,0,0,0
ENSMUSG00000085109,0,0,0,0,0,0,0
ENSMUSG00000085110,0,0,0,0,0,0,0
ENSMUSG00000085111,3,1,2,0,2,6,2
ENSMUSG00000085112,7,9,8,9,8,12,18
ENSMUSG00000085113,0,0,0,0,0,0,0
ENSMUSG00000085114,177,941,646,369,234,1152,237
ENSMUSG00000085115,0,0,0,0,0,0,0
ENSMUSG00000085116,0,0,0,0,0,0,0
ENSMUSG00000085118,0,0,1,0,0,0,0
ENSMUSG00000085120,0,0,0,0,0,0,0
ENSMUSG00000085121,0,0,0,0,0,0,0
ENSMUSG00000085122,0,0,0,0,0,0,1
ENSMUSG00000085123,0,0,0,0,0,0,0
ENSMUSG00000085124,0,0,0,0,0,0,0
ENSMUSG00000085125,0,0,0,0,0,0,0
ENSMUSG00000085126,0,0,0,0,1,0,0
ENSMUSG00000085127,0,0,0,0,0,0,0
ENSMUSG00000085129,0,1,0,0,0,0,2
ENSMUSG00000085130,0,0,0,0,0,0,0
ENSMUSG00000085132,0,0,0,0,0,0,0
ENSMUSG00000085133,783,245,444,406,467,587,821
ENSMUSG00000085134,0,0,0,0,0,0,0
ENSMUSG00000085135,3,0,1,2,0,1,0
ENSMUSG00000085139,0,0,0,0,0,0,0
ENSMUSG00000085141,1,0,2,0,1,0,0
ENSMUSG00000085142,0,0,0,0,0,0,0
ENSMUSG00000085143,22,69,28,26,33,66,51
ENSMUSG00000085145,0,0,0,0,0,0,0
ENSMUSG00000085146,2,0,1,0,1,0,2
ENSMUSG00000085147,17,17,5,11,17,7,14
ENSMUSG00000085148,488,869,892,720,492,1607,1010
ENSMUSG00000085150,0,0,0,0,0,0,0
ENSMUSG00000085151,9,1,4,3,5,3,2
ENSMUSG00000085152,3,9,9,5,7,8,6
ENSMUSG00000085154,41,28,51,36,29,29,53
ENSMUSG00000085155,0,0,0,0,0,0,0
ENSMUSG00000085156,2304,1510,2065,2003,1700,2877,2558
ENSMUSG00000085157,0,0,0,0,0,0,0
ENSMUSG00000085158,1,0,1,1,12,7,12
ENSMUSG00000085160,0,0,0,0,0,0,0
ENSMUSG00000085161,0,0,0,0,0,0,0
ENSMUSG00000085162,0,0,1,0,0,0,0
ENSMUSG00000085165,1,2,0,0,0,2,9
ENSMUSG00000085166,11,3,3,1,6,3,1
ENSMUSG00000085167,0,0,0,0,0,0,0
ENSMUSG00000085168,148,147,64,154,37,106,215
ENSMUSG00000085169,10,23,19,18,10,9,17
ENSMUSG00000085170,0,0,0,1,2,2,0
ENSMUSG00000085171,0,0,0,0,0,0,0
ENSMUSG00000085172,21,27,19,14,20,24,17
ENSMUSG00000085173,0,0,0,0,0,0,0
ENSMUSG00000085174,0,0,0,0,0,0,0
ENSMUSG00000085175,75,66,66,44,65,78,69
ENSMUSG00000085176,0,0,0,0,0,1,0
ENSMUSG00000085177,0,0,0,0,0,0,0
ENSMUSG00000085178,16,17,10,9,14,15,10
ENSMUSG00000085179,1,0,0,0,0,0,0
ENSMUSG00000085180,2,0,1,0,1,1,2
ENSMUSG00000085181,0,0,0,0,0,0,0
ENSMUSG00000085182,0,0,0,0,0,0,0
ENSMUSG00000085183,0,0,0,0,0,0,0
ENSMUSG00000085184,47,22,34,31,36,31,50
ENSMUSG00000085185,0,0,0,0,0,2,2
ENSMUSG00000085187,0,0,0,0,0,0,0
ENSMUSG00000085188,0,0,0,0,0,0,0
ENSMUSG00000085189,0,0,0,0,0,2,0
ENSMUSG00000085192,0,0,0,0,0,0,0
ENSMUSG00000085193,0,0,0,0,0,0,0
ENSMUSG00000085194,1,7,0,3,0,0,3
ENSMUSG00000085196,12,28,12,6,36,17,10
ENSMUSG00000085197,0,0,0,0,0,0,0
ENSMUSG00000085198,0,0,0,0,0,0,0
ENSMUSG00000085199,0,0,0,0,0,0,0
ENSMUSG00000085201,0,0,0,0,0,0,0
ENSMUSG00000085202,0,0,0,0,0,0,0
ENSMUSG00000085203,0,0,0,0,0,0,0
ENSMUSG00000085204,7,1,4,4,2,4,6
ENSMUSG00000085205,0,0,0,0,0,0,0
ENSMUSG00000085206,2,0,2,4,1,1,4
ENSMUSG00000085207,58,47,22,31,31,27,23
ENSMUSG00000085208,2495,2720,2711,2528,2087,2704,2239
ENSMUSG00000085209,0,0,0,0,0,0,0
ENSMUSG00000085211,1,1,1,3,4,2,3
ENSMUSG00000085213,0,1,6,5,5,0,2
ENSMUSG00000085217,0,0,0,0,0,0,0
ENSMUSG00000085218,15,4,11,14,0,10,9
ENSMUSG00000085221,0,0,0,0,0,0,0
ENSMUSG00000085222,0,0,0,0,0,0,0
ENSMUSG00000085223,0,1,1,0,0,3,1
ENSMUSG00000085224,0,0,0,0,0,0,0
ENSMUSG00000085225,0,0,0,0,0,0,0
ENSMUSG00000085226,1,0,0,0,0,0,1
ENSMUSG00000085227,109,122,123,95,130,132,100
ENSMUSG00000085228,2,0,4,3,1,3,1
ENSMUSG00000085229,0,0,0,0,0,0,0
ENSMUSG00000085230,0,0,0,0,0,0,0
ENSMUSG00000085232,0,0,0,0,0,0,0
ENSMUSG00000085234,0,1,0,0,0,0,1
ENSMUSG00000085235,1,1,0,0,0,0,0
ENSMUSG00000085236,4,1,3,2,1,1,2
ENSMUSG00000085237,0,0,0,0,0,0,0
ENSMUSG00000085238,10,0,9,4,4,20,19
ENSMUSG00000085239,0,0,0,0,0,0,0
ENSMUSG00000085240,0,3,1,1,0,3,0
ENSMUSG00000085241,604,552,548,546,601,618,438
ENSMUSG00000085242,0,5,0,0,1,0,0
ENSMUSG00000085244,0,0,0,0,0,0,0
ENSMUSG00000085245,0,0,0,0,0,0,0
ENSMUSG00000085246,0,0,0,0,0,0,0
ENSMUSG00000085247,0,0,0,0,0,0,0
ENSMUSG00000085248,0,0,0,0,0,0,0
ENSMUSG00000085250,3,7,0,1,0,1,3
ENSMUSG00000085251,1,0,0,0,0,0,0
ENSMUSG00000085252,0,0,0,0,0,0,0
ENSMUSG00000085253,0,0,0,0,0,0,0
ENSMUSG00000085254,0,0,0,0,0,0,0
ENSMUSG00000085255,4,2,6,4,3,3,7
ENSMUSG00000085256,13,8,2,5,22,1,8
ENSMUSG00000085257,0,0,0,0,0,0,0
ENSMUSG00000085260,7,18,3,5,7,7,6
ENSMUSG00000085261,0,0,0,1,0,0,0
ENSMUSG00000085262,2,3,4,9,3,9,10
ENSMUSG00000085263,0,0,0,0,0,0,0
ENSMUSG00000085264,0,0,0,0,0,0,0
ENSMUSG00000085265,0,0,0,0,0,0,0
ENSMUSG00000085267,0,0,0,0,0,2,1
ENSMUSG00000085269,0,0,0,0,0,0,0
ENSMUSG00000085271,0,0,1,0,0,0,0
ENSMUSG00000085272,16,12,18,5,25,27,34
ENSMUSG00000085274,0,3,0,4,2,1,3
ENSMUSG00000085275,0,0,1,0,0,0,0
ENSMUSG00000085276,0,0,0,0,0,0,0
ENSMUSG00000085277,0,0,0,0,0,0,0
ENSMUSG00000085278,3,4,3,0,7,5,4
ENSMUSG00000085279,0,0,0,0,0,0,0
ENSMUSG00000085280,0,0,0,0,0,0,0
ENSMUSG00000085281,0,0,0,0,0,0,0
ENSMUSG00000085282,1,2,1,1,1,0,1
ENSMUSG00000085284,0,0,0,0,0,0,1
ENSMUSG00000085285,2,2,0,0,2,1,1
ENSMUSG00000085286,1,0,0,0,2,1,0
ENSMUSG00000085287,104,131,79,99,99,136,139
ENSMUSG00000085288,0,0,0,0,0,0,0
ENSMUSG00000085289,0,0,0,0,0,0,0
ENSMUSG00000085290,0,0,0,0,0,0,0
ENSMUSG00000085292,0,0,0,0,0,0,0
ENSMUSG00000085293,0,0,0,0,0,0,0
ENSMUSG00000085295,0,0,0,0,0,0,0
ENSMUSG00000085297,0,0,0,0,0,0,0
ENSMUSG00000085298,8,5,1,6,5,5,2
ENSMUSG00000085300,0,0,0,0,0,0,0
ENSMUSG00000085301,0,0,0,0,0,0,0
ENSMUSG00000085302,0,0,0,0,0,0,0
ENSMUSG00000085303,4,6,6,4,6,1,8
ENSMUSG00000085304,0,0,2,0,0,0,1
ENSMUSG00000085305,0,0,0,0,0,0,0
ENSMUSG00000085307,3,8,3,0,6,14,6
ENSMUSG00000085310,3,0,2,4,1,5,0
ENSMUSG00000085311,33,17,23,16,29,24,24
ENSMUSG00000085312,0,0,0,0,0,0,0
ENSMUSG00000085314,0,0,0,0,0,0,0
ENSMUSG00000085315,19,11,12,12,27,17,11
ENSMUSG00000085316,0,2,0,0,1,0,1
ENSMUSG00000085317,0,1,0,0,0,3,2
ENSMUSG00000085318,0,0,2,0,0,0,0
ENSMUSG00000085319,1,1,0,0,0,2,1
ENSMUSG00000085320,0,0,0,0,0,0,0
ENSMUSG00000085321,2,0,0,0,0,1,0
ENSMUSG00000085322,3,5,8,1,2,5,6
ENSMUSG00000085323,0,0,0,0,0,0,0
ENSMUSG00000085324,0,0,0,0,0,0,0
ENSMUSG00000085325,0,0,0,0,0,0,0
ENSMUSG00000085326,0,0,1,0,0,0,0
ENSMUSG00000085327,23,3,38,18,22,38,27
ENSMUSG00000085328,0,0,0,0,0,0,0
ENSMUSG00000085329,0,0,0,0,1,0,0
ENSMUSG00000085330,0,0,0,0,0,0,0
ENSMUSG00000085331,0,0,0,0,0,1,0
ENSMUSG00000085333,0,0,0,0,0,0,0
ENSMUSG00000085334,987,466,573,473,654,772,780
ENSMUSG00000085335,0,1,0,0,1,0,1
ENSMUSG00000085336,2,0,1,0,2,0,0
ENSMUSG00000085337,6,3,5,1,11,2,0
ENSMUSG00000085338,0,0,0,0,0,0,0
ENSMUSG00000085340,0,0,0,0,0,0,0
ENSMUSG00000085342,22,16,18,17,18,15,8
ENSMUSG00000085345,0,0,0,0,0,0,0
ENSMUSG00000085347,60,69,48,31,62,59,39
ENSMUSG00000085348,0,0,0,0,0,0,0
ENSMUSG00000085350,0,0,0,0,0,0,0
ENSMUSG00000085351,2,8,9,3,10,3,8
ENSMUSG00000085352,5,0,1,1,0,1,0
ENSMUSG00000085353,0,0,0,0,0,0,0
ENSMUSG00000085354,0,0,0,0,0,0,0
ENSMUSG00000085355,26,35,31,40,31,44,30
ENSMUSG00000085357,0,0,0,0,0,0,0
ENSMUSG00000085358,0,0,0,0,0,0,0
ENSMUSG00000085359,0,0,0,0,0,0,0
ENSMUSG00000085360,13,11,29,16,20,42,21
ENSMUSG00000085361,2,0,1,3,1,0,0
ENSMUSG00000085363,0,0,0,0,0,0,0
ENSMUSG00000085366,0,0,0,0,0,0,0
ENSMUSG00000085368,0,0,0,0,0,0,0
ENSMUSG00000085369,0,0,0,0,0,0,0
ENSMUSG00000085371,0,0,0,0,1,0,0
ENSMUSG00000085372,0,0,0,0,0,0,0
ENSMUSG00000085375,0,0,0,0,0,0,0
ENSMUSG00000085376,1,0,2,1,0,6,15
ENSMUSG00000085377,0,0,0,0,0,0,0
ENSMUSG00000085378,0,0,0,0,0,0,0
ENSMUSG00000085379,73,72,71,55,103,37,36
ENSMUSG00000085380,0,0,0,0,0,0,0
ENSMUSG00000085382,0,0,0,0,0,0,0
ENSMUSG00000085383,0,0,0,0,0,0,0
ENSMUSG00000085385,4934,2386,3648,3545,3286,5406,5346
ENSMUSG00000085386,0,0,0,0,0,0,0
ENSMUSG00000085387,0,0,0,0,0,0,0
ENSMUSG00000085388,0,0,0,0,0,1,0
ENSMUSG00000085389,30,28,35,38,39,43,44
ENSMUSG00000085390,0,0,0,0,0,0,0
ENSMUSG00000085391,0,0,0,0,0,0,0
ENSMUSG00000085393,0,0,0,0,0,0,0
ENSMUSG00000085394,0,0,0,0,0,0,0
ENSMUSG00000085395,19,54,13,8,3,7,13
ENSMUSG00000085396,3225,2132,3122,1881,1887,2211,2604
ENSMUSG00000085397,1,1,1,2,0,0,0
ENSMUSG00000085398,2,0,0,0,1,2,0
ENSMUSG00000085399,58,49,76,64,61,35,68
ENSMUSG00000085400,0,0,0,0,0,0,0
ENSMUSG00000085401,0,0,1,0,0,1,0
ENSMUSG00000085402,0,0,0,0,0,0,0
ENSMUSG00000085403,0,0,0,0,0,0,0
ENSMUSG00000085404,0,0,0,0,0,0,0
ENSMUSG00000085405,0,0,0,0,0,0,0
ENSMUSG00000085407,3,3,5,4,6,0,2
ENSMUSG00000085408,26,39,27,21,47,36,23
ENSMUSG00000085409,0,0,0,0,0,0,0
ENSMUSG00000085411,0,1,0,0,0,2,0
ENSMUSG00000085412,0,0,0,0,0,0,0
ENSMUSG00000085413,0,1,2,0,0,0,0
ENSMUSG00000085414,0,0,0,0,0,0,0
ENSMUSG00000085415,0,2,8,2,7,7,5
ENSMUSG00000085416,0,0,0,0,0,0,0
ENSMUSG00000085417,0,0,0,0,0,0,0
ENSMUSG00000085418,0,0,0,0,0,0,0
ENSMUSG00000085419,0,0,0,0,0,0,0
ENSMUSG00000085420,0,0,0,0,0,0,0
ENSMUSG00000085421,4,0,0,1,0,2,1
ENSMUSG00000085423,2,0,0,0,0,0,0
ENSMUSG00000085424,0,0,0,0,0,0,0
ENSMUSG00000085426,0,0,0,0,0,0,0
ENSMUSG00000085427,3,0,0,1,0,4,6
ENSMUSG00000085428,0,0,0,0,0,0,0
ENSMUSG00000085429,0,0,0,0,0,0,0
ENSMUSG00000085430,0,0,0,0,0,0,0
ENSMUSG00000085431,0,0,0,0,0,0,0
ENSMUSG00000085433,61,84,51,52,45,44,69
ENSMUSG00000085434,1,1,0,0,0,1,1
ENSMUSG00000085436,68,69,102,59,64,100,81
ENSMUSG00000085437,0,0,0,0,0,0,0
ENSMUSG00000085438,8567,8274,8144,7321,6968,7656,7555
ENSMUSG00000085439,0,0,0,0,0,0,0
ENSMUSG00000085440,0,0,0,0,0,0,0
ENSMUSG00000085441,0,0,0,0,0,0,0
ENSMUSG00000085442,6,6,5,4,9,7,7
ENSMUSG00000085443,0,0,0,0,0,0,0
ENSMUSG00000085444,0,0,0,0,0,0,0
ENSMUSG00000085445,0,0,0,0,0,0,0
ENSMUSG00000085447,0,0,0,0,0,0,0
ENSMUSG00000085448,0,0,0,0,0,0,0
ENSMUSG00000085449,0,0,0,0,0,0,0
ENSMUSG00000085450,0,0,0,0,0,1,0
ENSMUSG00000085451,0,0,0,0,0,0,0
ENSMUSG00000085452,0,0,0,0,0,0,0
ENSMUSG00000085453,0,0,0,0,0,0,0
ENSMUSG00000085454,10,3,2,3,8,12,5
ENSMUSG00000085456,2,1,0,1,0,0,6
ENSMUSG00000085457,59,85,45,30,58,49,40
ENSMUSG00000085459,1,0,0,0,0,0,0
ENSMUSG00000085463,0,0,0,0,0,0,2
ENSMUSG00000085464,0,0,0,0,0,0,1
ENSMUSG00000085465,0,0,0,0,0,0,0
ENSMUSG00000085466,0,0,0,0,0,0,0
ENSMUSG00000085467,0,0,0,0,0,0,0
ENSMUSG00000085468,0,0,0,0,0,0,0
ENSMUSG00000085469,0,0,0,0,0,0,0
